"1602 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (SHOPLIFTING),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1603 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1604 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(Shoplift) (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1605 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1606 Leucadia Blvd, Encinitas, CA 92024",2,VANDALISM ($400 OR MORE) (F),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1607 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1608 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1609 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1610 Leucadia Blvd, Encinitas, CA 92024",2,FRAUD,1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1611 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1612 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(Shoplift) (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1613 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1500  LEUCADIA BOULEVARD,1500,  ,Encinitas,CA,92024,,,,,,,,,,,
"1614 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1615 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (Shoplifting) (F),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1616 Leucadia Blvd, Encinitas, CA 92024",2,BURGLARY (COMMERCIAL) (F),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1617 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1618 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1619 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(All Other Larceny) (M),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1620 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(Shoplift) (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1621 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (Shoplifting) (F),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1622 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(Shoplift) (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1623 Leucadia Blvd, Encinitas, CA 92024",2,COMMERCIAL BURGLARY,1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1624 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1625 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (Shoplifting) (F),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1626 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (Shoplifting) (F),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1627 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1628 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (Shoplifting) (F),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1629 Leucadia Blvd, Encinitas, CA 92024",2,POSS CONTROLLED SUBS PARAPHERNALIA (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1630 Leucadia Blvd, Encinitas, CA 92024",2,POSS CONTROLLED SUBS PARAPHERNALIA (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1631 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"705 College Blvd, Oceanside, CA 92057",3,POSSESS CONTROLLED SUBSTANCE (M),COLLEGE BOULEVARD & FRAZEE ROAD,0,  ,Oceanside,CA,92057,,,,,,,,,,,
"706 College Blvd, Oceanside, CA 92057",3,POSS CONTROLLED SUBS PARAPHERNALIA (M),COLLEGE BOULEVARD & FRAZEE ROAD,0,  ,Oceanside,CA,92057,,,,,,,,,,,
"707 College Blvd, Oceanside, CA 92057",3,GRAND THEFT:MONEY/LABOR/PROPERTY (F),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"708 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(Shoplift) (M),400  COLLEGE BOULEVARD,400,  ,Oceanside,CA,92057,,,,,,,,,,,
"709 College Blvd, Oceanside, CA 92057",3,GRAND THEFT (Theft From Building) (F),4700  FRAZEE ROAD,4700,  ,Oceanside,CA,92057,,,,,,,,,,,
"710 College Blvd, Oceanside, CA 92057",3,FRAUD,700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"711 College Blvd, Oceanside, CA 92057",3,SIMPLE BATTERY (M),4600  FRAZEE ROAD,4600,  ,Oceanside,CA,92057,,,,,,,,,,,
"712 College Blvd, Oceanside, CA 92057",3,ADW WITH FORCE:POSSIBLE GBI (M),800  ESSENCE AVENUE,800,  ,Oceanside,CA,92057,,,,,,,,,,,
"713 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(Shoplift) (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"714 College Blvd, Oceanside, CA 92057",3,FRAUD,600  MOSAIC CIRCLE,600,  ,Oceanside,CA,92057,,,,,,,,,,,
"715 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(All Other Larceny) (M),600  MOSAIC CIRCLE,600,  ,Oceanside,CA,92057,,,,,,,,,,,
"716 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(All Other Larceny) (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"717 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(from Building) (M),4600  FRAZEE ROAD,4600,  ,Oceanside,CA,92057,,,,,,,,,,,
"718 College Blvd, Oceanside, CA 92057",3,VANDALISM ($400 OR MORE) (F),200  OCOTILLO PLACE,200,  ,Oceanside,CA,92057,,,,,,,,,,,
"719 College Blvd, Oceanside, CA 92057",3,COMMERCIAL ROBBERY - WEAPON USED,400  COLLEGE BOULEVARD,400,  ,Oceanside,CA,92057,,,,,,,,,,,
"720 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(All Other Larceny) (M),4700  YUMA AVENUE,4700,  ,Oceanside,CA,92057,,,,,,,,,,,
"721 College Blvd, Oceanside, CA 92057",3,SIMPLE BATTERY (M),700  MUIRWOOD DRIVE,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"722 College Blvd, Oceanside, CA 92057",3,VANDALISM [$400 OR LESS] (M),4800  YUMA AVENUE,4800,  ,Oceanside,CA,92057,,,,,,,,,,,
"723 College Blvd, Oceanside, CA 92057",3,FRAUD,600  COLLEGE BOULEVARD,600,  ,Oceanside,CA,92057,,,,,,,,,,,
"724 College Blvd, Oceanside, CA 92057",3,WILLFUL CRUELTY TO CHILD:WITH MINOR INJURY (M),5200  VIA TIZON,5200,  ,Oceanside,CA,92057,,,,,,,,,,,
"725 College Blvd, Oceanside, CA 92057",3,COMMERCIAL BURGLARY,400  COLLEGE BOULEVARD,400,  ,Oceanside,CA,92057,,,,,,,,,,,
"726 College Blvd, Oceanside, CA 92057",3,VANDALISM ($400 OR MORE) (F),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"727 College Blvd, Oceanside, CA 92057",3,VANDALISM [$400 OR LESS] (M),COLLEGE BOULEVARD & STATE ROUTE 76 WB,0,  ,Oceanside,CA,92057,,,,,,,,,,,
"728 College Blvd, Oceanside, CA 92057",3,FRAUD,700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"729 College Blvd, Oceanside, CA 92057",3,VANDALISM [$400 OR LESS] (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"730 College Blvd, Oceanside, CA 92057",3,DUI ALCOHOL/DRUG (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"731 College Blvd, Oceanside, CA 92057",3,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),4700  YUMA AVENUE,4700,  ,Oceanside,CA,92057,,,,,,,,,,,
"732 College Blvd, Oceanside, CA 92057",3,SHOPLIFTING (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"733 College Blvd, Oceanside, CA 92057",3,POSSESS CONTROLLED SUBSTANCE (M),4600  FRAZEE ROAD,4600,  ,Oceanside,CA,92057,,,,,,,,,,,
"734 College Blvd, Oceanside, CA 92057",3,FRAUD,4700  FRAZEE ROAD,4700,  ,Oceanside,CA,92057,,,,,,,,,,,
"735 College Blvd, Oceanside, CA 92057",3,VANDALISM ($400 OR MORE) (F),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"736 College Blvd, Oceanside, CA 92057",3,VEHICLE BREAK-IN/THEFT,4700  FRAZEE ROAD,4700,  ,Oceanside,CA,92057,,,,,,,,,,,
"737 College Blvd, Oceanside, CA 92057",3,VEHICLE BREAK-IN/THEFT,4700  FRAZEE ROAD,4700,  ,Oceanside,CA,92057,,,,,,,,,,,
"738 College Blvd, Oceanside, CA 92057",3,DISORD CONDUCT:ALC (M),700   COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"739 College Blvd, Oceanside, CA 92057",3,SIMPLE BATTERY (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"740 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(Shoplift) (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"741 College Blvd, Oceanside, CA 92057",3,THROW SUBS AT VEH ON HWY (M),FRAZEE ROAD & STATE ROUTE 76 EB,0,  ,Oceanside,CA,92057,,,,,,,,,,,
"742 College Blvd, Oceanside, CA 92057",3,POSSESS CONTROLLED SUBSTANCE (M),4800  SAGINA COURT,4800,  ,Oceanside,CA,92057,,,,,,,,,,,
"743 College Blvd, Oceanside, CA 92057",3,SIMPLE BATTERY (M),4600  FRAZEE ROAD,4600,  ,Oceanside,CA,92057,,,,,,,,,,,
"744 College Blvd, Oceanside, CA 92057",3,VANDALISM ($400 OR MORE) (F),5000  CASPIAN DRIVE,5000,  ,Oceanside,CA,92057,,,,,,,,,,,
"745 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(All Other Larceny) (M),4700  CALLIGRAPHY COURT,4700,  ,Oceanside,CA,92057,,,,,,,,,,,
"746 College Blvd, Oceanside, CA 92057",3,SIMPLE BATTERY (M),700  MUIRWOOD DRIVE,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"747 College Blvd, Oceanside, CA 92057",3,SIMPLE BATTERY (M),700  MASTERS DRIVE,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"748 College Blvd, Oceanside, CA 92057",3,THROW SUBS AT VEH ON HWY (M),COLLEGE BOULEVARD & STATE ROUTE 76 WB,0,  ,Oceanside,CA,92057,,,,,,,,,,,
"749 College Blvd, Oceanside, CA 92057",3,DISORD CONDUCT:ALC (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"750 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(All Other Larceny) (M),4600  FRAZEE ROAD,4600,  ,Oceanside,CA,92057,,,,,,,,,,,
"751 College Blvd, Oceanside, CA 92057",3,VEHICLE BREAK-IN/THEFT,4600  FRAZEE ROAD,4600,  ,Oceanside,CA,92057,,,,,,,,,,,
"752 College Blvd, Oceanside, CA 92057",3,FRAUD,700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"753 College Blvd, Oceanside, CA 92057",3,VANDALISM [$400 OR LESS] (M),300  VIA METATES,300,  ,Oceanside,CA,92057,,,,,,,,,,,
"754 College Blvd, Oceanside, CA 92057",3,FRAUD,200  CARISSA DRIVE,200,  ,Oceanside,CA,92057,,,,,,,,,,,
"755 College Blvd, Oceanside, CA 92057",3,SIMPLE BATTERY (M),4600  FRAZEE ROAD,4600,  ,Oceanside,CA,92057,,,,,,,,,,,
"756 College Blvd, Oceanside, CA 92057",3,FRAUD,200  OCOTILLO PLACE,200,  ,Oceanside,CA,92057,,,,,,,,,,,
"757 College Blvd, Oceanside, CA 92057",3,DUI ALCOHOL (M),COLLEGE BOULEVARD & STATE ROUTE 76 EB,0,  ,Oceanside,CA,92057,,,,,,,,,,,
"758 College Blvd, Oceanside, CA 92057",3,FRAUD,700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"759 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(All Other Larceny) (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"760 College Blvd, Oceanside, CA 92057",3,DISORD CONDUCT:ALC (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"761 College Blvd, Oceanside, CA 92057",3,FRAUD,700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"762 College Blvd, Oceanside, CA 92057",3,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),4600  FRAZEE ROAD,4600,  ,Oceanside,CA,92057,,,,,,,,,,,
"763 College Blvd, Oceanside, CA 92057",3,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"764 College Blvd, Oceanside, CA 92057",3,VANDALISM ($400 OR MORE) (F),400  COLLEGE BOULEVARD,400,  ,Oceanside,CA,92057,,,,,,,,,,,
"765 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(All Other Larceny) (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"766 College Blvd, Oceanside, CA 92057",3,BURGLARY (VEHICLE) (F),4700  GARDENIA STREET,4700,  ,Oceanside,CA,92057,,,,,,,,,,,
"767 College Blvd, Oceanside, CA 92057",3,TAMPER WITH VEH,4700  FRAZEE ROAD,4700,  ,Oceanside,CA,92057,,,,,,,,,,,
"768 College Blvd, Oceanside, CA 92057",3,COMMERCIAL BURGLARY,4600  FRAZEE ROAD,4600,  ,Oceanside,CA,92057,,,,,,,,,,,
"769 College Blvd, Oceanside, CA 92057",3,PETTY THEFT(All Other Larceny) (M),4600  FRAZEE ROAD,4600,  ,Oceanside,CA,92057,,,,,,,,,,,
"770 College Blvd, Oceanside, CA 92057",3,FRAUD,600  MONTAGE ROAD,600,  ,Oceanside,CA,92057,,,,,,,,,,,
"771 College Blvd, Oceanside, CA 92057",3,POSSESS CONTROLLED SUBSTANCE (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"772 College Blvd, Oceanside, CA 92057",3,FRAUD,700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"773 College Blvd, Oceanside, CA 92057",3,WILLFUL CRUELTY TO CHILD:WITH MINOR INJURY (M),5200  VIA TIZON,5200,  ,Oceanside,CA,92057,,,,,,,,,,,
"774 College Blvd, Oceanside, CA 92057",3,VEHICLE BREAK-IN/THEFT,4700  FRAZEE ROAD,4700,  ,Oceanside,CA,92057,,,,,,,,,,,
"775 College Blvd, Oceanside, CA 92057",3,SIMPLE BATTERY (M),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"776 College Blvd, Oceanside, CA 92057",3,FRAUD,700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"777 College Blvd, Oceanside, CA 92057",3,VEHICLE BREAK-IN/THEFT,200  SORREL TREE PLACE,200,  ,Oceanside,CA,92057,,,,,,,,,,,
"778 College Blvd, Oceanside, CA 92057",3,VEHICLE BREAK-IN/THEFT,4800  YUMA AVENUE,4800,  ,Oceanside,CA,92057,,,,,,,,,,,
"779 College Blvd, Oceanside, CA 92057",3,VEHICLE BREAK-IN/THEFT,200  SORREL TREE PLACE,200,  ,Oceanside,CA,92057,,,,,,,,,,,
"780 College Blvd, Oceanside, CA 92057",3,SIMPLE BATTERY (M),4800  MIMOSA COURT,4800,  ,Oceanside,CA,92057,,,,,,,,,,,
"781 College Blvd, Oceanside, CA 92057",3,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),200  MANZANITA DRIVE,200,  ,Oceanside,CA,92057,,,,,,,,,,,
"782 College Blvd, Oceanside, CA 92057",3,VEHICLE BREAK-IN/THEFT,COMPOSITION COURT & GALLERY DRIVE,0,  ,Oceanside,CA,92057,,,,,,,,,,,
"783 College Blvd, Oceanside, CA 92057",3,POSS OPEN CONTAINER OF ALC IN PUBLIC (I),700  COLLEGE BOULEVARD,700,  ,Oceanside,CA,92057,,,,,,,,,,,
"1046 Mission Ave, Oceanside, CA 92054",4,SIMPLE BATTERY (M),1500  MISSION AVENUE,1500,  ,Oceanside,CA,92054,,,,,,,,,,,
"1047 Mission Ave, Oceanside, CA 92054",4,SIMPLE BATTERY (M),300  GARFIELD STREET,300,  ,Oceanside,CA,92054,,,,,,,,,,,
"1048 Mission Ave, Oceanside, CA 92054",4,PETTY THEFT(Shoplift) (M),1500  MISSION AVENUE,1500,  ,Oceanside,CA,92054,,,,,,,,,,,
"1049 Mission Ave, Oceanside, CA 92054",4,PETTY THEFT(All Other Larceny) (M),600 N  CLEMENTINE STREET,600,  ,Oceanside,CA,92054,,,,,,,,,,,
"1050 Mission Ave, Oceanside, CA 92054",4,FRAUD,300 N  COAST HIGHWAY,300,  ,Oceanside,CA,92054,,,,,,,,,,,
"1051 Mission Ave, Oceanside, CA 92054",4,VANDALISM ($400 OR MORE) (F),CENTER AVENUE & S HORNE STREET,0,  ,Oceanside,CA,92054,,,,,,,,,,,
"1052 Mission Ave, Oceanside, CA 92054",4,FRAUD,1000  MISSION AVENUE,1000,  ,Oceanside,CA,92054,,,,,,,,,,,
"1053 Mission Ave, Oceanside, CA 92054",4,COMMERCIAL BURGLARY,300 N  HORNE STREET,300,  ,Oceanside,CA,92054,,,,,,,,,,,
"1054 Mission Ave, Oceanside, CA 92054",4,VANDALISM ($400 OR MORE) (F),300  SECTION STREET,300,  ,Oceanside,CA,92054,,,,,,,,,,,
"1055 Mission Ave, Oceanside, CA 92054",4,DUI DRUG (M),0  PIRATES COVE WAY,0,  ,Oceanside,CA,92054,,,,,,,,,,,
"1056 Mission Ave, Oceanside, CA 92054",4,SHOPLIFTING (M),500 N  COAST HIGHWAY,500,  ,Oceanside,CA,92054,,,,,,,,,,,
"1057 Mission Ave, Oceanside, CA 92054",4,BATTERY W/SER BODILY INJURY (F),600  MISSION AVENUE,600,  ,Oceanside,CA,92054,,,,,,,,,,,
"1058 Mission Ave, Oceanside, CA 92054",4,USE/UNDER INFL OF CONTROLLED SUBS,100 S  TREMONT STREET,100,  ,Oceanside,CA,92054,,,,,,,,,,,
"1059 Mission Ave, Oceanside, CA 92054",4,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1000  MISSION AVENUE,1000,  ,Oceanside,CA,92054,,,,,,,,,,,
"1060 Mission Ave, Oceanside, CA 92054",4,VANDALISM [$400 OR LESS] (M),1200  MISSOURI AVENUE,1200,  ,Oceanside,CA,92054,,,,,,,,,,,
"1061 Mission Ave, Oceanside, CA 92054",4,SIMPLE BATTERY (M),200 N  TREMONT STREET,200,  ,Oceanside,CA,92054,,,,,,,,,,,
"1062 Mission Ave, Oceanside, CA 92054",4,THREATEN CRIME WITH INTENT TO TERRORIZE (F),1600  MISSION AVENUE,1600,  ,Oceanside,CA,92054,,,,,,,,,,,
"1063 Mission Ave, Oceanside, CA 92054",4,VANDALISM ($400 OR MORE) (F),400  GARFIELD STREET,400,  ,Oceanside,CA,92054,,,,,,,,,,,
"1064 Mission Ave, Oceanside, CA 92054",4,THREATEN CRIME WITH INTENT TO TERRORIZE (F),200 S  HORNE STREET,200,  ,Oceanside,CA,92054,,,,,,,,,,,
"1065 Mission Ave, Oceanside, CA 92054",4,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),600 N  COAST HIGHWAY,600,  ,Oceanside,CA,92054,,,,,,,,,,,
"1066 Mission Ave, Oceanside, CA 92054",4,VANDALISM ($400 OR MORE) (F),400  WEITZEL STREET,400,  ,Oceanside,CA,92054,,,,,,,,,,,
"1067 Mission Ave, Oceanside, CA 92054",4,ANNOYING PHONE CALL OBSCENE/THREATENING - INTIMIDATION (M),400 N  WEITZEL STREET,400,  ,Oceanside,CA,92054,,,,,,,,,,,
"1068 Mission Ave, Oceanside, CA 92054",4,DUI ALCOHOL (M),400  DIVISION STREET,400,  ,Oceanside,CA,92054,,,,,,,,,,,
"1069 Mission Ave, Oceanside, CA 92054",4,VANDALISM ($400 OR MORE) (F),1700  MISSION AVENUE,1700,  ,Oceanside,CA,92054,,,,,,,,,,,
"1070 Mission Ave, Oceanside, CA 92054",4,VANDALISM [$400 OR LESS] (M),100  BARNES STREET,100,  ,Oceanside,CA,92054,,,,,,,,,,,
"1071 Mission Ave, Oceanside, CA 92054",4,GRAND THEFT:MONEY/LABOR/PROPERTY (F),200 S  NEVADA STREET,200,  ,Oceanside,CA,92054,,,,,,,,,,,
"1072 Mission Ave, Oceanside, CA 92054",4,SIMPLE BATTERY (M),700 N  COAST HIGHWAY,700,  ,Oceanside,CA,92054,,,,,,,,,,,
"1073 Mission Ave, Oceanside, CA 92054",4,VANDALISM ($400 OR MORE) (F),400  SAN DIEGO STREET,400,  ,Oceanside,CA,92054,,,,,,,,,,,
"1074 Mission Ave, Oceanside, CA 92054",4,OTHER SEX CRIME,700  MISSION AVENUE,700,  ,Oceanside,CA,92054,,,,,,,,,,,
"1075 Mission Ave, Oceanside, CA 92054",4,WILLFUL CRUELTY TO CHILD: WITH INJURY/DEATH (F),500 N  NEVADA STREET,500,  ,Oceanside,CA,92054,,,,,,,,,,,
"1076 Mission Ave, Oceanside, CA 92054",4,GRAND THEFT:MONEY/LABOR/PROPERTY (F),100  BROOKS STREET,100,  ,Oceanside,CA,92054,,,,,,,,,,,
"1077 Mission Ave, Oceanside, CA 92054",4,POSS NARCOTIC CONTROLLED SUBS (M),200  TREMONT STREET,200,  ,Oceanside,CA,92054,,,,,,,,,,,
"1078 Mission Ave, Oceanside, CA 92054",4,POSSESS CONTROLLED SUBSTANCE,200 S  COAST HIGHWAY,200,  ,Oceanside,CA,92054,,,,,,,,,,,
"1079 Mission Ave, Oceanside, CA 92054",4,VANDALISM [$400 OR LESS] (M),1300  BUENA STREET,1300,  ,Oceanside,CA,92054,,,,,,,,,,,
"1080 Mission Ave, Oceanside, CA 92054",4,DISORD CONDUCT:ALC (M),SURFRIDER WAY & N TREMONT STREET,0,  ,Oceanside,CA,92054,,,,,,,,,,,
"1081 Mission Ave, Oceanside, CA 92054",4,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),300 N  COAST HIGHWAY,300,  ,Oceanside,CA,92054,,,,,,,,,,,
"1082 Mission Ave, Oceanside, CA 92054",4,VANDALISM [$400 OR LESS] (M),400  SAN DIEGO STREET,400,  ,Oceanside,CA,92054,,,,,,,,,,,
"1083 Mission Ave, Oceanside, CA 92054",4,ACTIONS LIKELY TO CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT (M),300  BROOKS STREET,300,  ,Oceanside,CA,92054,,,,,,,,,,,
"1084 Mission Ave, Oceanside, CA 92054",4,POSSESS CONTROLLED SUBSTANCE (M),300 S  NEVADA STREET,300,  ,Oceanside,CA,92054,,,,,,,,,,,
"1085 Mission Ave, Oceanside, CA 92054",4,VANDALISM ($400 OR MORE) (F),700  SAN DIEGO STREET,700,  ,Oceanside,CA,92054,,,,,,,,,,,
"1086 Mission Ave, Oceanside, CA 92054",4,VEHICLE BREAK-IN/THEFT,800  MICHIGAN STREET,800,  ,Oceanside,CA,92054,,,,,,,,,,,
"1087 Mission Ave, Oceanside, CA 92054",4,POSS CONTROLLED SUBS PARAPHERNALIA (M),900  SPORTFISHER DRIVE,900,  ,Oceanside,CA,92054,,,,,,,,,,,
"1088 Mission Ave, Oceanside, CA 92054",4,THROW SUBS AT VEH ON HWY W/GBI INTENT (F),LEMON STREET & SAN DIEGO STREET,0,  ,Oceanside,CA,92054,,,,,,,,,,,
"1089 Mission Ave, Oceanside, CA 92054",4,DISORD CONDUCT:ALC (M),100 S  TREMONT STREET,100,  ,Oceanside,CA,92054,,,,,,,,,,,
"1090 Mission Ave, Oceanside, CA 92054",4,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),CENTER AVENUE & DIVISION STREET,0,  ,Oceanside,CA,92054,,,,,,,,,,,
"1091 Mission Ave, Oceanside, CA 92054",4,VANDALISM ($400 OR MORE) (F),1200  DIVISION STREET,1200,  ,Oceanside,CA,92054,,,,,,,,,,,
"1092 Mission Ave, Oceanside, CA 92054",4,VANDALISM [$400 OR LESS] (M),1300  DIVISION STREET,1300,  ,Oceanside,CA,92054,,,,,,,,,,,
"1093 Mission Ave, Oceanside, CA 92054",4,VANDALISM [$400 OR LESS] (M),400  GARFIELD STREET,400,  ,Oceanside,CA,92054,,,,,,,,,,,
"1094 Mission Ave, Oceanside, CA 92054",4,DISORD CONDUCT:ALC (M),MISSION AVENUE & N TREMONT STREET,0,  ,Oceanside,CA,92054,,,,,,,,,,,
"1095 Mission Ave, Oceanside, CA 92054",4,COMMERCIAL BURGLARY,1000  MISSION AVENUE,1000,  ,Oceanside,CA,92054,,,,,,,,,,,
"1096 Mission Ave, Oceanside, CA 92054",4,VANDALISM [$400 OR LESS] (M),1200  DIVISION STREET,1200,  ,Oceanside,CA,92054,,,,,,,,,,,
